Halobacterium sp. NRC-1, complete genome
Product Name	Start	End	Strand	Length	Gi	GeneID	Locus	Locus_tag	COG(s)
hypothetical protein VNG1920H 	1419466	1419942	+	158	15790806	1448412	-	VNG1920H	-
Trh5 	1419958	1420185	-	75	15790807	1448413	trh5	VNG1922G	COG1522K
TRK potassium uptake system protein 	1420186	1420965	-	259	15790808	1448414	trkA6	VNG1924G	COG0569P
hypothetical protein VNG1925H 	1421025	1421192	+	55	15790809	1448415	-	VNG1925H	-
PdhA1 	1421211	1422179	-	322	15790810	1448416	pdhA1	VNG1926G	COG1071C
hypothetical protein VNG1927H 	1422323	1422649	+	108	15790811	1448417	-	VNG1927H	-
thymidylate kinase 	1422660	1423259	-	199	15790812	1448418	tmk	VNG1929G	COG0125F
NADH dehydrogenase/oxidoreductase-like protein 	1423334	1424245	+	303	15790813	1448419	nolA	VNG1932G	COG0702MG
FtsZ3 	1424535	1425587	+	350	15790814	1448420	ftsZ3	VNG1933G	COG0206D
hypothetical protein VNG1934H 	1425565	1426359	+	264	15790815	1448421	-	VNG1934H	-
hypothetical protein VNG1935C 	1426359	1426988	+	209	15790816	1448422	-	VNG1935C	COG1920S
FO synthase subunit 1 	1427126	1428148	+	340	161349978	1448423	cofG	VNG1937C	COG1060HR
FO synthase subunit 2 	1428155	1429516	-	453	161349977	1448424	-	VNG1938C	COG1060HR
phosphoribosylaminoimidazole-succinocarboxamide synthase 	1429637	1430680	+	347	15790819	1448425	hemH	VNG1939G	COG0152F
hypothetical protein VNG1940H 	1430826	1431071	+	81	15790820	1448426	-	VNG1940H	-
hypothetical protein VNG1941C 	1431151	1432230	+	359	15790821	1448427	-	VNG1941C	COG1244R
hypothetical protein VNG1942H 	1432237	1432575	-	112	15790822	1448428	-	VNG1942H	-
hypothetical protein VNG1943H 	1432621	1432788	-	55	15790823	1448429	-	VNG1943H	-
hypothetical protein VNG1945G 	1432842	1433516	-	224	15790824	1448430	purL2	VNG1945G	COG0047F
hypothetical protein VNG1944C 	1433513	1433767	-	84	15790825	1448431	-	VNG1944C	COG1828F
PurU 	1433893	1434804	+	303	15790826	1448432	purU	VNG1946G	COG0788F
hypothetical protein VNG1948H 	1434889	1435803	+	304	15790827	1448433	-	VNG1948H	-
Gul2 	1435809	1436222	-	137	15790828	1448434	gul2	VNG1949G	COG2905T
subtilisin-like serine protease 	1436310	1438067	-	585	15790829	1448435	sub	VNG1951G	COG1404O
hypothetical protein VNG1952H 	1438138	1438911	-	257	15790830	1448436	-	VNG1952H	-
hypothetical protein VNG1953C 	1438929	1443020	-	1363	15790831	1448437	-	VNG1953C	-
hypothetical protein VNG1954H 	1443227	1443508	-	93	15790832	1448438	-	VNG1954H	-
hypothetical protein VNG1956H 	1443507	1444004	+	165	15790833	1448439	-	VNG1956H	-
TgtA2 	1444126	1445883	-	585	15790834	1448440	tgtA2	VNG1957G	COG1549J
7-cyano-7-deazaguanine tRNA-ribosyltransferase 	1445947	1447422	-	491	15790835	1448441	tgtA1	VNG1959G	COG0343J
hypothetical protein VNG1960H 	1447469	1447639	-	56	15790836	1448442	-	VNG1960H	-
hypothetical protein VNG1962C 	1447671	1448213	-	180	15790837	1448443	-	VNG1962C	COG1051F
hypothetical protein VNG1963H 	1448212	1448781	+	189	15790838	1448444	-	VNG1963H	-
kinase 	1448260	1448799	-	179	16554506	1449058	-	VNG1964a	COG0645R
hypothetical protein VNG1964H 	1448861	1450033	-	390	15790839	1448445	-	VNG1964H	COG1474LO
hypothetical protein VNG1965H 	1450110	1451159	-	349	15790840	1448446	-	VNG1965H	-
hypothetical protein VNG1967G 	1451162	1452694	-	510	15790841	1448447	glpK	VNG1967G	COG0554C
GpdA2 	1452915	1454627	+	570	15790842	1448448	gpdA2	VNG1969G	COG0578C
anaerobic glycerol-3-phosphate dehydrogenase subunit B 	1454617	1455900	+	427	15790843	1448449	gpdB	VNG1971G	COG3075E
sn-glycerol-3-phosphate dehydrogenase subunit C 	1455893	1457290	+	465	15790844	1448450	glpC	VNG1972G	COG0247C
hypothetical protein VNG1973H 	1457335	1457967	-	210	15790845	1448451	-	VNG1973H	-
hypothetical protein VNG1974H 	1458039	1458560	+	173	15790846	1448452	-	VNG1974H	COG3430S
hypothetical protein VNG1976H 	1458716	1458949	+	77	15790847	1448453	-	VNG1976H	-
hypothetical protein VNG1977H 	1459030	1459941	+	303	15790848	1448454	-	VNG1977H	COG2865K
hypothetical protein VNG1978H 	1459955	1460374	+	139	15790849	1448455	-	VNG1978H	-
hypothetical protein VNG1980C 	1461293	1461883	-	196	15790850	1448457	-	VNG1980C	COG1901S
hypothetical protein VNG1983H 	1461880	1463364	-	494	15790851	1448458	-	VNG1983H	-
hypothetical protein VNG1982C 	1463506	1464783	+	425	15790852	1448459	-	VNG1982C	COG1258J
RNAase H 	1464785	1465423	+	212	15790853	1448460	rnhB	VNG1984G	COG0164L
hypothetical protein VNG1985C 	1465420	1467030	-	536	15790854	1448461	-	VNG1985C	COG1757C
hypothetical protein VNG1986C 	1467161	1467913	+	250	15790855	1448462	-	VNG1986C	COG1637L
preprotein translocase subunit SecD 	1467921	1469450	-	509	15790856	1448463	secD	VNG1987G	COG0342U
preprotein translocase subunit SecF 	1469447	1470301	-	284	15790857	1448464	secF	VNG1988G	COG0341U
hypothetical protein VNG1989H 	1470434	1470907	-	157	15790858	1448465	-	VNG1989H	-
hypothetical protein VNG1991H 	1470955	1471497	-	180	15790859	1448466	-	VNG1991H	-
Pgi 	1471603	1472883	+	426	15790860	1448467	pgi	VNG1992G	COG0166G
hypothetical protein VNG1993H 	1472892	1473941	+	349	15790861	1448468	-	VNG1993H	-
hypothetical protein VNG1994C 	1473943	1474272	-	109	15790862	1448469	-	VNG1994C	COG1439R
hypothetical protein VNG1995C 	1474404	1474643	-	79	15790863	1448470	-	VNG1995C	COG1873S
translation initiation factor IF-2 	1474858	1476660	+	600	15790864	1448471	infB	VNG1997G	COG0532J
hypothetical protein VNG1998H 	1476737	1477102	-	121	15790865	1448472	-	VNG1998H	-
hypothetical protein VNG1999H 	1477154	1477636	-	160	15790866	1448473	-	VNG1999H	COG1945S
proteasome-activating nucleotidase 	1477669	1478904	-	411	15790867	1448474	prrIV1	VNG2000G	COG1222O
YjbG 	1479000	1480898	-	632	15790868	1448475	yjbG	VNG2001G	COG1164E
hypothetical protein VNG2002H 	1480897	1482222	+	441	15790869	1448476	-	VNG2002H	COG2234R
tRNA pseudouridine synthase A 	1482219	1483019	-	266	15790870	1448477	truA	VNG2003G	COG0101J
histidyl-tRNA synthetase 	1483024	1484322	-	432	15790871	1448478	hisS	VNG2005G	COG0124J
hypothetical protein VNG2006C 	1484374	1484964	-	196	15790872	1448479	-	VNG2006C	COG2117J
hypothetical protein VNG2008H 	1484968	1485321	-	117	15790873	1448480	-	VNG2008H	COG2118R
30S ribosomal protein S19e 	1485424	1485879	-	151	15790874	1448481	rps19e	VNG2010G	COG2238J
hypothetical protein VNG2011G 	1486031	1486897	+	288	15790875	1448482	thiL	VNG2011G	COG0611H
hypothetical protein VNG2012C 	1486894	1488006	-	370	15790876	1448483	-	VNG2012C	COG0750M
hypothetical protein VNG2014H 	1488090	1488341	-	83	15790877	1448484	-	VNG2014H	-
uridylate kinase 	1488724	1489449	+	241	15790878	1448485	pyrH	VNG2015C	COG0528F
hypothetical protein VNG2017G 	1489454	1491100	+	548	15790879	1448486	lysS	VNG2017G	COG1384J
hypothetical protein VNG2019C 	1491180	1492982	+	600	15790880	1448487	-	VNG2019C	COG0750M
hypothetical protein VNG2020C 	1492979	1493509	-	176	15790881	1448488	-	VNG2020C	COG1695K
hypothetical protein VNG2021C 	1493620	1495098	+	492	15790882	1448489	-	VNG2021C	COG3253S
Gsp 	1495368	1496426	-	352	15790883	1448490	gsp	VNG2023G	COG0667C
hypothetical protein VNG2024H 	1496425	1496691	+	88	15790884	1448491	-	VNG2024H	-
YyaI 	1496766	1497680	+	304	15790885	1448492	yyaI	VNG2025G	COG0110R
hypothetical protein VNG2027H 	1497707	1497952	+	81	15790886	1448493	-	VNG2027H	-
hypothetical protein VNG2028H 	1498297	1498662	+	121	15790887	1448494	-	VNG2028H	-
hypothetical protein VNG2029H 	1498703	1499095	-	130	15790888	1448495	-	VNG2029H	-
NAD+ synthetase 	1499405	1500211	+	268	15790889	1448497	nadE	VNG2031G	COG0171H
enoyl-CoA hydratase 	1500208	1500882	-	224	16554507	1449059	FAD1	VNG2032Gm	COG1024I
hypothetical protein VNG2034H 	1500795	1501619	-	274	15790891	1448498	-	VNG2034H	-
hypothetical protein VNG2035H 	1501863	1502099	+	78	15790892	1448500	-	VNG2035H	-
Hlx1 	1502096	1502665	-	189	15790893	1448501	hlx1	VNG2036G	COG2204T
hypothetical protein VNG2037C 	1502692	1504212	-	506	15790894	1448502	-	VNG2037C	COG0642T
hypothetical protein VNG2039H 	1504536	1505333	+	265	15790895	1448503	-	VNG2039H	-
hypothetical protein VNG2041H 	1505291	1505692	-	133	15790896	1448504	-	VNG2041H	-
hypothetical protein VNG2042H 	1505691	1505888	+	65	15790897	1448505	-	VNG2042H	-
HAM1 protein 	1505903	1506457	-	184	15790898	1448506	ham1	VNG2043G	COG0127F
hypothetical protein VNG2044H 	1506498	1506779	-	93	15790899	1448507	-	VNG2044H	-
O-sialoglycoprotein endopeptidase/protein kinase 	1506828	1508426	-	532	161349976	1448508	gcp	VNG2045G	COG0533O
30S ribosomal protein S27ae 	1508435	1508569	-	44	15790901	1448509	rps27ae	VNG2047G	COG1998J
30S ribosomal protein S24e 	1508571	1508879	-	102	15790902	1448510	rps24e	VNG2048G	COG2004J
hypothetical protein VNG2049C 	1508935	1509033	-	32	15790903	1448511	-	VNG2049C	-
DNA-directed RNA polymerase subunit E'' 	1509474	1509671	-	65	15790904	1448512	rpoE''	VNG2051G	COG2093K
DNA-directed RNA polymerase subunit E' 	1509672	1510244	-	190	15790905	1448513	rpoE'	VNG2053G	COG1095K
hypothetical protein VNG2054H 	1510248	1510631	-	127	15790906	1448514	-	VNG2054H	COG1412R
translation initiation factor IF-2 subunit gamma 	1510636	1511880	-	414	15790907	1448515	eif2g	VNG2056G	COG5257J
hypothetical protein VNG2059H 	1512177	1512983	+	268	15790908	1448516	-	VNG2059H	-
ATP-binding protein 	1512989	1513810	-	273	15790909	1448517	phnP	VNG2060G	COG1235R
Atp 	1513807	1514916	-	369	15790910	1448518	atp	VNG2062G	COG0464O
hypothetical protein VNG2064H 	1515193	1516908	-	571	15790911	1448519	-	VNG2064H	COG4745O
acetyl-CoA acetyltransferaseACA 	1516948	1518180	+	410	15790912	1448520	aca	VNG2063G	COG0183I
Dgs 	1518251	1519024	+	257	15790913	1448521	dgs	VNG2065G	COG1215M
hypothetical protein VNG2067H 	1519017	1519487	+	156	15790914	1448522	-	VNG2067H	COG2246S
hypothetical protein VNG2068C 	1519498	1521411	-	637	15790915	1448523	-	VNG2068C	COG0025P
Lfl2 	1521456	1523408	-	650	15790916	1448524	lfl2	VNG2071G	COG1022I
hypothetical protein VNG2073C 	1523420	1524328	-	302	15790917	1448525	-	VNG2073C	COG0491R
seryl-tRNA synthetase 	1524446	1525828	+	460	161349975	1448526	serS	VNG2072G	COG0172J
hypothetical protein VNG2074H 	1525893	1526222	-	109	15790919	1448527	-	VNG2074H	-
hypothetical protein VNG2075C 	1526221	1526802	+	193	15790920	1448528	-	VNG2075C	COG2042S
50S ribosomal protein L40e 	1526849	1526992	+	47	15790921	1448529	rpl40e	VNG2076G	COG1552J
hypothetical protein VNG2079G 	1527060	1527386	-	108	15790922	1448530	mutT	VNG2079G	COG1051F
Hat2 	1527488	1528024	-	178	15790923	1448531	hat2	VNG2078G	COG1670J
hypothetical protein VNG2080C 	1528082	1528699	-	205	15790924	1448532	-	VNG2080C	COG0491R
hypothetical protein VNG2081H 	1528776	1528961	+	61	15790925	1448533	-	VNG2081H	-
hypothetical protein VNG2081a 	1528958	1529506	+	182	16554508	1449060	-	VNG2081a	COG1628S
DNA polymerase bacteriophage-type 	1529534	1530145	+	203	15790926	1448534	polC	VNG2082G	COG1573L
PhnE 	1530149	1531144	-	331	15790927	1448535	phnE	VNG2084G	COG3639P
PhnC 	1531141	1531983	-	280	15790928	1448536	phnC	VNG2085G	COG3638P
Hpb 	1532071	1533033	-	320	15790929	1448537	hpb	VNG2086G	COG3221P
imidazole glycerol phosphate synthase subunit HisH 	1533185	1533841	+	218	161349974	1448538	hisH	VNG2087G	COG0118E
N(2),N(2)-dimethylguanosine tRNA methyltransferase 	1534374	1535489	+	371	15790931	1448539	trm1	VNG2088G	COG1867J
hypothetical protein VNG2089H 	1535505	1535945	+	146	15790932	1448540	-	VNG2089H	-
hypothetical protein VNG2091H 	1536131	1536769	+	212	15790933	1448541	-	VNG2091H	-
hypothetical protein VNG2093G 	1536751	1538115	-	454	15790934	1448542	glnA	VNG2093G	COG0174E
Trh4 	1538241	1538705	+	154	15790935	1448543	trh4	VNG2094G	COG1522K
CctB 	1538840	1540810	-	656	15790936	1448544	cctB	VNG2096G	COG0459O
hypothetical protein VNG2097C 	1540767	1541972	+	401	15790937	1448545	-	VNG2097C	COG2311S
hypothetical protein VNG2098H 	1542149	1542343	-	64	15790938	1448547	-	VNG2098H	-
hypothetical protein VNG2099C 	1542347	1542730	-	127	15790939	1448548	-	VNG2099C	COG0251J
threonine dehydratase 	1542781	1544013	-	410	228915426	1448549	iluA	VNG2100G	COG1171E
hypothetical protein VNG2101H 	1544296	1544730	+	144	15790941	1448550	-	VNG2101H	-
CitZ 	1544781	1545911	-	376	15790942	1448551	citZ	VNG2102G	COG0372C
PchB 	1546022	1547278	+	418	15790943	1448552	pchB	VNG2104G	COG3273S
hypothetical protein VNG2105H 	1547275	1547544	-	89	15790944	1448553	-	VNG2105H	-
Sdh 	1547630	1548586	+	318	15790945	1448554	sdh	VNG2106G	COG3608R
ThrC3 	1548632	1549723	+	363	15790946	1448555	thrC3	VNG2108G	COG0498E
hypothetical protein VNG2109H 	1549720	1549941	-	73	15790947	1448556	-	VNG2109H	-
hypothetical protein VNG2110C 	1550019	1551281	-	420	15790948	1448557	-	VNG2110C	COG1571R
hypothetical protein VNG2112C 	1551547	1552377	+	276	15790949	1448558	-	VNG2112C	COG1395K
hypothetical protein VNG2113C 	1552374	1553198	-	274	15790950	1448559	-	VNG2113C	COG0668M
hypothetical protein VNG2115H 	1553564	1553809	-	81	15790951	1448560	-	VNG2115H	COG0695O
hypothetical protein VNG2116C 	1553875	1555311	-	478	15790952	1448561	-	VNG2116C	COG2252R
adenine phosphoribosyltransferase 	1555430	1556149	-	239	15790953	1448562	-	VNG2117C	COG0503F
PyrE2 	1556228	1556755	-	175	15790954	1448563	pyrE2	VNG2118G	COG0461F
hypothetical protein VNG2119C 	1556811	1557455	-	214	15790955	1448564	-	VNG2119C	-
YusM 	1557442	1558281	+	279	15790956	1448565	yusM	VNG2120G	COG0506E
hypothetical protein VNG2121C 	1558353	1558970	+	205	15790957	1448566	-	VNG2121C	COG2928S
branched-chain amino acid aminotransferase 	1559008	1559934	-	308	15790958	1448567	ilvE2	VNG2122G	COG0115EH
Na+/H+ antiporter 	1560066	1561541	+	491	15790959	1448568	nhaC2	VNG2123G	COG1757C
hypothetical protein VNG2124C 	1561543	1563291	-	582	15790960	1448569	-	VNG2124C	COG1757C
3,4-dihydroxy-2-butanone 4-phosphate synthase 	1563368	1564036	-	222	16554509	1449061	ribB	VNG2125Gm	COG0108H
hypothetical protein VNG2126C 	1564023	1564751	-	242	15790962	1448570	-	VNG2126C	COG1339KH
tRNA-modifying enzyme 	1564788	1565765	-	325	15790963	1448571	-	VNG2128C	COG0731C
hypothetical protein VNG2129H 	1565967	1566074	-	35	15790964	1448572	-	VNG2129H	-
hypothetical protein VNG2130G 	1566101	1567018	-	305	15790965	1448573	minD2	VNG2130G	COG0455D
peptide chain release factor 1 	1567067	1568383	+	438	15790966	1448574	erf1	VNG2131G	COG1503J
ferredoxin 	1568401	1569063	-	220	16554510	1449062	FER1	VNG2132Gm	COG0633C
hypothetical protein VNG2133H 	1569140	1569532	-	130	15790968	1448575	-	VNG2133H	-
V-type ATP synthase subunit D 	1569547	1570221	-	224	15790969	1448576	atpD	VNG2135G	COG1394C
Blh 	1570278	1571132	-	284	15790970	1448577	blh	VNG2136G	-
Ggt 	1571291	1571779	-	162	15790971	1448578	ggt	VNG2137G	-
V-type ATP synthase subunit B 	1572295	1573710	-	471	15790972	1448579	atpB	VNG2138G	COG1156C
V-type ATP synthase subunit A 	1573716	1575473	-	585	161349973	1448580	atpA	VNG2139G	COG1155C
V-type ATP synthase subunit F 	1575479	1575841	-	120	15790974	1448581	atpF	VNG2140G	COG1436C
V-type ATP synthase subunit C 	1575838	1576896	-	352	15790975	1448582	atpC	VNG2141G	COG1527C
V-type ATP synthase subunit E 	1576893	1577480	-	195	15790976	1448583	atpE	VNG2142G	COG1390C
AtpK 	1577503	1577718	-	71	15790977	1448584	atpK	VNG2143G	-
AtpI 	1577784	1579952	-	722	15790978	1448585	atpI	VNG2144G	COG1269C
hypothetical protein VNG2146H 	1579939	1580271	-	110	15790979	1448586	-	VNG2146H	-
Hmp 	1580346	1581002	+	218	15790980	1448587	hmp	VNG2147G	COG2226H
hypothetical protein VNG2148H 	1581505	1582740	-	411	15790981	1448588	-	VNG2148H	-
hypothetical protein VNG2149H 	1582844	1584007	+	387	15790982	1448589	-	VNG2149H	COG2512S
EtfB 	1584077	1584877	+	266	15790983	1448590	etfB	VNG2150G	COG2086C
EtfA 	1584874	1585842	+	322	15790984	1448591	etfA	VNG2151G	COG2025C
hypothetical protein VNG2152C 	1585866	1586516	-	216	15790985	1448592	-	VNG2152C	COG1881R
Fps 	1586648	1587550	+	300	15790986	1448593	fps	VNG2153G	COG0142H
hypothetical protein VNG2154C 	1587552	1588637	-	361	15790987	1448594	-	VNG2154C	COG2237S
hypothetical protein VNG2155C 	1588750	1589757	+	335	15790988	1448595	-	VNG2155C	COG2108R
hypothetical protein VNG2156C 	1589811	1591382	-	523	15790989	1448596	-	VNG2156C	COG4745O
hypothetical protein VNG2157C 	1591620	1592105	+	161	15790990	1448597	-	VNG2157C	COG2265J
OxrA 	1592154	1592939	+	261	15790991	1448598	oxrA	VNG2158G	COG1028IQR
mannose-1-phosphate guanylyltransferase 	1592950	1593945	-	331	16554511	1449063	manC	VNG2159Gm	COG0836M
hypothetical protein VNG2160C 	1593632	1595053	+	473	15790993	1448599	-	VNG2160C	COG1599L
hypothetical protein VNG2162C 	1595055	1595627	+	190	15790994	1448600	-	VNG2162C	COG3390S
hypothetical protein VNG2163H 	1595672	1596076	+	134	15790995	1448601	-	VNG2163H	-
hypothetical protein VNG2164C 	1596089	1596262	-	57	15790996	1448602	-	VNG2164C	COG1202R
hypothetical protein VNG2165H 	1596897	1597652	+	251	15790997	1448604	-	VNG2165H	-
hypothetical protein VNG2166Cm 	1597649	1598716	-	355	16554512	1449064	-	VNG2166Cm	COG3268S
DNA binding protein -like 	1598752	1601007	-	751	15790999	1448605	dbp	VNG2167G	COG1112L
hypothetical protein VNG2168C 	1601058	1602230	-	390	15791000	1448606	-	VNG2168C	COG2524K
Adh1 	1602287	1603492	-	401	15791001	1448607	adh1	VNG2171G	COG1454C
hypothetical protein VNG2170H 	1603520	1603987	+	155	15791002	1448608	-	VNG2170H	COG1917S
hypothetical protein VNG2172C 	1603994	1605088	-	364	15791003	1448609	-	VNG2172C	COG3173R
DNA repair protein 	1605490	1607268	+	592	15791004	1448610	rad24a	VNG2173G	COG1202R
hypothetical protein VNG2174H 	1607756	1607902	-	48	15791005	1448612	-	VNG2174H	-
hypothetical protein VNG2175H 	1608193	1609467	+	424	15791006	1448613	-	VNG2175H	COG3385L
hypothetical protein VNG2176H 	1609442	1609963	-	173	15791007	1448614	-	VNG2176H	-
hypothetical protein VNG2177H 	1609956	1610333	-	125	15791008	1448615	-	VNG2177H	-
hypothetical protein VNG2178H 	1610790	1611068	-	92	15791009	1448616	-	VNG2178H	-
hypothetical protein VNG2179H 	1611475	1611984	+	169	15791010	1448617	-	VNG2179H	COG3430S
hypothetical protein VNG2180C 	1611981	1613150	-	389	15791011	1448618	-	VNG2180C	COG0642T
MCM / cell division control protein 21 	1613953	1616448	+	831	15791012	1448619	mcm	VNG2181G	COG1241L
hypothetical protein VNG2182H 	1616518	1616856	+	112	15791013	1448620	-	VNG2182H	-
hypothetical protein VNG2183H 	1616853	1617650	+	265	15791014	1448621	-	VNG2183H	-
TfbA 	1617647	1618510	-	287	15791015	1448622	tfbA	VNG2184G	COG1405K
hypothetical protein VNG2185H 	1618682	1619212	+	176	15791016	1448623	-	VNG2185H	-
Hit1 	1619975	1620403	-	142	15791017	1448624	hit1	VNG2186G	COG0537FGR
hypothetical protein VNG2187H 	1620447	1620665	-	72	15791018	1448625	-	VNG2187H	-
hypothetical protein VNG2189H 	1620746	1620976	+	76	15791019	1448626	-	VNG2189H	-
isoleucyl-tRNA synthetase 	1621029	1624241	+	1070	15791020	1448627	ileS	VNG2190G	COG0060J
hypothetical protein VNG2191H 	1624252	1624827	-	191	15791021	1448628	-	VNG2191H	-
cytochrome c oxidase subunit I 	1624849	1626546	-	565	16554513	1449065	coxA1	VNG2193Gm	COG0843C
CoxB2 	1626543	1626980	-	145	15791023	1448629	coxB2	VNG2195G	COG1622C
HcpB 	1627091	1627957	-	288	15791024	1448630	hcpB	VNG2196G	COG3794C
hypothetical protein VNG2197H 	1628164	1628355	+	63	15791025	1448631	-	VNG2197H	-
hypothetical protein VNG2199H 	1628491	1629180	+	229	15791026	1448632	-	VNG2199H	COG2836S
Cpx 	1629182	1631587	+	801	15791027	1448633	cpx	VNG2201G	COG2217P
hypothetical protein VNG2202H 	1631923	1632243	+	106	15791028	1448634	-	VNG2202H	-
hypothetical protein VNG2203G 	1632254	1633099	-	281	15791029	1448635	prsA	VNG2203G	COG0462FE
hypothetical protein VNG2204H 	1633922	1634779	-	285	15791030	1448636	-	VNG2204H	-
hypothetical protein VNG2205H 	1634861	1635313	+	150	15791031	1448637	-	VNG2205H	-
Pmu1 	1635310	1636677	+	455	15791032	1448638	pmu1	VNG2206G	COG1109G
hypothetical protein VNG2207H 	1636674	1637807	-	377	15791033	1448639	-	VNG2207H	-
tryptophanyl-tRNA synthetase 	1637859	1639400	-	513	15791034	1448640	trpS1	VNG2208G	COG0180J
tRNA splicing endonuclease 	1639397	1640428	-	343	15791035	1448641	endA	VNG2210G	COG1676J
hypothetical protein VNG2211H 	1640451	1641179	-	242	15791036	1448642	-	VNG2211H	-
Brr2 	1641218	1643557	-	779	15791037	1448643	brr2	VNG2213G	COG1204R
DNA damage-inducible protein 	1643594	1645003	-	469	15791038	1448644	dinF	VNG2214G	COG0534V
lipoyl synthase 	1645123	1646058	+	311	15791039	1448645	lip	VNG2216G	COG0320H
PdhA2 	1646140	1647399	+	419	15791040	1448646	pdhA2	VNG2217G	COG1071C
hypothetical protein VNG2218G 	1647485	1648378	+	297	15791041	1448647	pdhB	VNG2218G	COG0022C
branched-chain alpha-keto acid dehydrogenase subunit E2 	1648380	1649816	+	478	15791042	1448648	dsa	VNG2219G	COG0508C
LpdA 	1649819	1651243	+	474	15791043	1448649	lpdA	VNG2220G	COG1249C
hypothetical protein VNG2222G 	1651293	1652105	+	270	15791044	1448650	pheA	VNG2222G	COG0077E
leucyl-tRNA synthetase 	1652109	1654766	-	885	15791045	1448651	leuS	VNG2223G	COG0495J
Ocd1 	1654897	1655772	-	291	15791046	1448652	ocd1	VNG2224G	COG2423E
CctA 	1656061	1657806	-	581	15791047	1448653	cctA	VNG2226G	COG0459O
putative RNA-processing protein 	1657929	1658480	-	183	15791048	1448654	-	VNG2227C	COG1094R
hypothetical protein VNG2230H 	1658526	1659356	-	276	15791049	1448655	-	VNG2230H	-
hypothetical protein VNG2231C 	1659394	1660737	-	447	15791050	1448656	-	VNG2231C	-
TrpS2 	1660818	1661960	-	380	15791051	1448657	trpS2	VNG2232G	COG0180J
hypothetical protein VNG2233C 	1662177	1662872	-	231	15791052	1448658	-	VNG2233C	COG1718TD
translation initiation factor IF-1A 	1663129	1663416	-	95	15791053	1448659	eif1a1	VNG2234G	COG0361J
hypothetical protein VNG2236H 	1663560	1663694	+	44	15791054	1448660	-	VNG2236H	-
tyrosyl-tRNA synthetase 	1663836	1664819	-	327	15791055	1448661	tyrS	VNG2237G	COG0162J
hypothetical protein VNG2238C 	1664886	1666880	-	664	15791056	1448662	-	VNG2238C	COG2433S
hypothetical protein VNG2239C 	1666899	1667825	-	308	15791057	1448663	-	VNG2239C	COG1234R
replication factor C small subunit 2 	1667940	1668944	+	334	15791058	1448664	rfcC	VNG2240G	COG0470L
hypothetical protein VNG2241H 	1668976	1669326	+	116	15791059	1448665	-	VNG2241H	-
hypothetical protein VNG2242C 	1669327	1669812	-	161	15791060	1448666	-	VNG2242C	COG1041L
transcription factor 	1670410	1670970	+	186	15791061	1448667	tbpE	VNG2243G	COG2101K
hypothetical protein VNG2244H 	1670977	1671342	+	121	15791062	1448668	-	VNG2244H	-
hypothetical protein VNG2246H 	1671383	1671772	+	129	15791063	1448669	-	VNG2246H	-
ATP phosphoribosyltransferase 	1671775	1672623	-	282	15791064	1448670	hisG	VNG2247G	COG0040E
hypothetical protein VNG2248H 	1672712	1673287	+	191	15791065	1448671	-	VNG2248H	-
N-ethylammeline chlorohydrolase 	1673284	1674579	+	431	15791066	1448672	trzA	VNG2249G	COG0402FR
S-adenosyl-L-homocysteine hydrolase 	1674660	1675943	+	427	15791067	1448673	achY	VNG2251G	COG0499H
Hjr 	1676048	1676473	+	141	15791068	1448674	hjr	VNG2252G	COG1591L
hypothetical protein VNG2253H 	1676537	1676740	+	67	15791069	1448675	-	VNG2253H	-
DNA primase large subunit 	1676737	1677819	-	360	15791070	1448676	-	VNG2254C	COG2219L
phosphatidylserine decarboxylase 	1677818	1678495	+	225	15791071	1448677	-	VNG2255C	COG0688I
DNA polymerase sliding clamp 	1678565	1679308	-	247	15791072	1448678	pcn	VNG2256G	COG0592L
Na+/Ca2+-exchanging protein 	1679387	1680421	-	344	15791073	1448679	nce	VNG2257G	COG0530P
phosphoenolpyruvate carboxylase 	1680625	1682103	+	492	15791074	1448680	-	VNG2259C	COG1892S
hypothetical protein VNG2260H 	1682108	1682893	-	261	15791075	1448681	-	VNG2260H	-
hypothetical protein VNG2262H 	1682974	1683393	+	139	15791076	1448682	-	VNG2262H	-
hypothetical protein VNG2263G 	1684061	1684840	+	259	15791077	1448683	ftsJ	VNG2263G	COG0293J
hypothetical protein VNG2264C 	1684849	1685562	-	237	15791078	1448684	-	VNG2264C	COG1738S
hypothetical protein VNG2268H 	1685552	1685743	-	63	15791079	1448685	-	VNG2268H	COG3609K
TatC2 	1685806	1687980	-	724	15791080	1448686	tatC2	VNG2267G	COG0805U
TatC1 	1688071	1689105	+	344	15791081	1448687	tatC1	VNG2269G	COG0805U
hypothetical protein VNG2270G 	1689152	1691161	+	669	15791082	1448688	mutS3	VNG2270G	COG1193L
cell division control protein 6 	1691265	1692389	+	374	15791083	1448689	cdc6	VNG2271G	COG1474LO
ribose-5-phosphate epimerase 	1692434	1693111	+	225	15791084	1448690	rpi	VNG2272G	COG0120G
hypothetical protein VNG2273H 	1693173	1693340	-	55	15791085	1448691	-	VNG2273H	-
hypothetical protein VNG2274C 	1693780	1694013	+	77	15791086	1448692	-	VNG2274C	COG2827L
Pmm 	1694075	1695448	+	457	15791087	1448693	pmm	VNG2276G	COG1109G
hypothetical protein VNG2277H 	1695463	1695795	-	110	15791088	1448694	-	VNG2277H	-
hypothetical protein VNG2279H 	1695860	1696384	-	174	15791089	1448695	-	VNG2279H	COG2104H
